sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LOG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,55,,,,Yes,1,Yes,images/product/torque_mens_front.png&&images/product/Torque_Mens.png&&images/product/torque_back.png&&images/product/IMG_0070 (1)_1.jpg,,"Sun, 27 Nov 2016 16:36:39 +0000","Thu, 24 Nov 2016 00:56:39 +0000","Tue, 29 Nov 2016 00:36:39 +0000",Outerwear,No,50,No,10,torque-women-s-jacket-clone-.html,No,0,0,0,1,A,Torque Pullover,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The Torque is a weatherproof pullover with a modern vibe thanks to it's sleek new design and upper chest pocket. Seriously...so dope!</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">6.5 oz., Outer- 100% Poly Interlock, Inner- 100% Poly Microfleece</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">3000MM fabaric waterproof rating</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Contrasting gray on inner fleece</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Zip through cadet collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Upper chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Small Lost Car Hubcap logo on left sleeve</span></li>
</ul><p> </p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/mens_torque.png"" target=""_blank"">Size Chart</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Please note- No refunds or exchanges will be permitted on this item due to the embroidery. Use size chart above to determine correct sizing. </span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Please allow 5 days from order date for product to ship from warehouse.</span></p>",,"The Torque is a weatherproof pullover with a modern vibe thanks to it's sleek new design and upper chest pocket. Seriously...so dope!
6.5 oz., Outer- 100% Poly Interlock, Inner- 100% Poly Microfleece
3000MM fabaric waterproof rating
Contrasting gray on inner fleece
Zip through cadet collar
Upper chest pocket
Small Lost Car Hubcap logo on left sleeve
 
Size Chart
Please note- No refunds or exchanges will be permitted on this item due to the embroidery. Use size chart above to determine correct sizing. 
Please allow 5 days from order date for product to ship from warehouse.",,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,6,,,,,,,5360&&LC6006&&125-1038-140404&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&148-1189&&125-1038&&SP12&&148-1199&&8661&&8662&&511-002&&167-1210-003,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
OG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
148-1199,25,,,,Yes,0.25,Yes,images/product/image_3.jpeg&&images/product/Chingon Hat.jpg&&images/product/chingon.png,,"Wed, 30 Nov 2016 11:05:31 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Fri, 17 Mar 2017 19:04:21 +0000",Hats,No,49,No,10,chingon-hat.html,No,0,0,0,1,A,Chingon Hat,,"<p>Definition of Chingon(a): Someone who is very smart, intelligent, and can do things quickly. Someone or something that is cool, awesome and very good. BASICALLY, A BADASS!</p>
<p> </p>
<p>Available for MEN (CHINGON) AND WOMEN (CHINGONA) in Denim with Cork Pro Snapback</p>
<ul><li>100% Cotton Front / 100% Polyurthane Cork Visor</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Matching Fabric Undervisor</li>
<li>Black Sweatband</li>
<li>Snapback Closure</li>
</ul>",,"Definition of Chingon(a): Someone who is very smart, intelligent, and can do things quickly. Someone or something that is cool, awesome and very good. BASICALLY, A BADASS!
 
Available for MEN (CHINGON) AND WOMEN (CHINGONA) in Denim with Cork Pro Snapback
100% Cotton Front / 100% Polyurthane Cork Visor
6-panel, Seamed Front Panel with Full Buckram
Matching Fabric Undervisor
Black Sweatband
Snapback Closure
",,,Denim with Cork Snapback (MALE- CHINGON)&&Denim with Cork Snapback (FEMALE- CHINGONA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,8661&&125-1038-140404&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&148-1189&&OG2010&&LOG2010&&8662&&167-1210-003,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SP12,15,,,,Yes,1,Yes,images/product/IMG_0200.jpg,,"Tue, 29 Nov 2016 11:07:22 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Hats,No,49,No,10,lost-car-army-beanie.html,No,0,0,0,1,A,Lost Car Army Beanie,,"<p>Get this super soft and warm Lost Car Army Beanie for those chilly nights after shift. </p>
<p> </p>
<p>Available in Charcoal (pictured) and Black</p>
<ul><li>100% Acrylic Knit</li>
</ul><p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",,"Get this super soft and warm Lost Car Army Beanie for those chilly nights after shift. 
 
Available in Charcoal (pictured) and Black
100% Acrylic Knit
 
 
 
 
 ",,,,,Charcoal (Pictured)&&Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,8661&&8662&&LOG2010&&OG2010,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
125-1038,25,,,,Yes,1,Yes,images/product/image.jpeg&&images/product/image_1.jpeg&&images/product/image_2.jpeg,,"Thu, 01 Dec 2016 11:08:18 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Thu, 02 Mar 2017 13:54:22 +0000",Hats,No,49,No,10,pig-hat.html,No,0,0,0,1,A,Pig Hat,,"<p>""God gave Angels wings, and he gave man Bacon, then he gave Chefs Lost Car."" Yassss! </p>
<p> </p>
<p>Available in a Superior Cotton Twill Flat Visor Pro Style Snapback.</p>
<ul><li>100% Cotton</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Gray Matching Fabric Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"""God gave Angels wings, and he gave man Bacon, then he gave Chefs Lost Car."" Yassss! 
 
Available in a Superior Cotton Twill Flat Visor Pro Style Snapback.
100% Cotton
6-panel, Seamed Front Panel with Full Buckram
Gray Matching Fabric Undervisor
Snapback Closure
",,,Gray Snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,8661&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&OG2010&&LOG2010&&8662&&125-1038-140404,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
148-1189,25,,,,Yes,1,Yes,images/product/IMG_0272 (1).jpg&&images/product/IMG_0271 (1).jpg&&images/product/IMG_0273 (1).jpg&&images/product/148-1189-003-all_003_backview_large_2.jpg,,"Sun, 04 Dec 2016 11:06:39 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 07 Mar 2017 14:17:48 +0000",Hats,No,49,No,10,cow-hat.html,No,0,0,0,1,A,Cow Hat,,"<p>""Eat Good. Die Happy.""  Words to live by.</p>
<p> </p>
<p>Available in a Black Chambray Square Flat Visor Pro Style Snapback.</p>
<ul><li>60% Cotton/ 40% Polyester</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Black Fabric Undervisor</li>
<li>Black Sweatband</li>
<li>Snapback Closure</li>
</ul>",,"""Eat Good. Die Happy.""  Words to live by.
 
Available in a Black Chambray Square Flat Visor Pro Style Snapback.
60% Cotton/ 40% Polyester
6-panel, Seamed Front Panel with Full Buckram
Black Fabric Undervisor
Black Sweatband
Snapback Closure
",,,Black Chambray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,8661&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&148-1199&&OG2010&&LOG2010&&8662&&125-1038-140404,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
125-978-250303,25,,,,Yes,1,Yes,images/product/image_1_1.jpeg&&images/product/image_3_1.jpeg&&images/product/back_image_12043_1.jpg,,"Mon, 05 Dec 2016 11:07:30 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Hats,No,49,No,10,lost-car-army-hat.html,No,0,0,0,1,A,Lost Car Army Hat,,"<p style=""padding-left:30px;"">You're already part of the Lost Car Army...now all you need is the hat!</p>
<p> </p>
<p>Available in a Black and Charcoal Gray Wool Blend Flat Visor Pro Style Snapback.</p>
<ul><li>15% Wool/ 85% Acrylic</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Gray Matching Fabric Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"You're already part of the Lost Car Army...now all you need is the hat!
 
Available in a Black and Charcoal Gray Wool Blend Flat Visor Pro Style Snapback.
15% Wool/ 85% Acrylic
6-panel, Seamed Front Panel with Full Buckram
Gray Matching Fabric Undervisor
Snapback Closure
",,,Black and Gray Snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
158-1175-080,25,,,,Yes,1,Yes,images/product/image_5.jpeg&&images/product/image_2_2.jpeg&&images/product/158-1175 back.jpg,,"Thu, 08 Dec 2016 11:07:08 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Hats,No,49,No,10,lc-bug-hat.html,No,0,0,0,1,A,LC Bug Hat,,"<p>Represent in this classic LC VW Bug Hat. </p>
<p> </p>
<p>Available in a Heather Black Wool Blend Flat Visor Pro Style Snapback.</p>
<ul><li>85% Acylic/ 15% Wool</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Gray Matching Fabric Undervisor</li>
<li>Matching Color Sweatband</li>
<li>Snapback Closure</li>
</ul>",,"Represent in this classic LC VW Bug Hat. 
 
Available in a Heather Black Wool Blend Flat Visor Pro Style Snapback.
85% Acylic/ 15% Wool
6-panel, Seamed Front Panel with Full Buckram
Gray Matching Fabric Undervisor
Matching Color Sweatband
Snapback Closure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
27-211-1703,25,,,,Yes,1,Yes,images/product/IMG_0335.jpg&&images/product/IMG_0334.jpg&&images/product/back_image_3960.jpg,,"Thu, 08 Dec 2016 11:06:58 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Hats,No,49,No,10,kitchen-soldier-hat.html,No,0,0,0,1,A,Kitchen Soldier Hat,,"<p>You're a Kitchen Soldier, so wear this hat with pride in what you do day in and day out!</p>
<p> </p>
<p>Available in a Black and Dark Green Wool Blend Pro Style Snapback.</p>
<ul><li>15% Wool/ 85% Acrylic</li>
<li>6-panel, Structured, Seamed Front Panel with Full Buckram</li>
<li>Green Matching Fabric Undervisor</li>
<li>Black Matching Sweatband</li>
<li>Snapback Closure</li>
</ul>",,"You're a Kitchen Soldier, so wear this hat with pride in what you do day in and day out!
 
Available in a Black and Dark Green Wool Blend Pro Style Snapback.
15% Wool/ 85% Acrylic
6-panel, Structured, Seamed Front Panel with Full Buckram
Green Matching Fabric Undervisor
Black Matching Sweatband
Snapback Closure
",,,Navy and Gray Snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
6006-61595,25,,,,Yes,1,Yes,images/product/image_2_1.jpeg&&images/product/image_4.jpeg&&images/product/6006.jpg,,"Thu, 08 Dec 2016 11:07:47 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Wed, 18 Jan 2017 15:59:30 +0000",Hats,No,49,No,10,natural-born-griller-hat.html,No,0,0,0,1,A,Natural Born Griller Hat,,"<p>We're all Natural Born Grillers...</p>
<p> </p>
<p>Available in a Black Five-Panel Classic Trucker Snapback.</p>
<ul><li>47% Cotton/ 25% Polyester/ 28% Nylon</li>
<li>5-panel, Structured Front Panel with Full Buckram</li>
<li>Black Matching Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"We're all Natural Born Grillers...
 
Available in a Black Five-Panel Classic Trucker Snapback.
47% Cotton/ 25% Polyester/ 28% Nylon
5-panel, Structured Front Panel with Full Buckram
Black Matching Undervisor
Snapback Closure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
125-1154,25,,,,Yes,1,Yes,images/product/image_2_3.jpeg&&images/product/image_6.jpeg&&images/product/6266.jpg,,"Sun, 11 Dec 2016 11:08:23 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Wed, 25 Jan 2017 01:22:30 +0000",Hats,No,49,No,10,thyme-serv-d-hat.html,No,0,0,0,1,A,Thyme Serv'd Hat,,"<p>All that dedication and energy spent in the kitchen is Thyme Serv'd. </p>
<p> </p>
<p>Available in a Hawaiian Pattern Flat Visor Pro Style Snapback.</p>
<ul><li>100% Cotton</li>
<li>6-panel, Seamed Front Panel with Full Buckram</li>
<li>Matching Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"All that dedication and energy spent in the kitchen is Thyme Serv'd. 
 
Available in a Hawaiian Pattern Flat Visor Pro Style Snapback.
100% Cotton
6-panel, Seamed Front Panel with Full Buckram
Matching Undervisor
Snapback Closure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
125-1054-017474,25,,,,Yes,1,Yes,images/product/image_7.jpeg&&images/product/image_2_4.jpeg&&images/product/zucini.jpg,,"Mon, 12 Dec 2016 11:08:29 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Wed, 18 Jan 2017 15:59:30 +0000",Hats,No,49,No,10,zucini-hat.html,No,0,0,0,1,A,Zucini Hat,,"<p>More of that amazing kitchen tape that you can't seem to get away from. Only those who have worked in the kitchen will understand that ""zucini"" and zucchini are interchangeable.</p>
<p> </p>
<p>Available in a Heather Wool Blend Flat Visor Pro Style Snapback.</p>
<ul><li>15% Wool/ 85% Acrylic</li>
<li>6-panel, Front Panel with Full Buckram</li>
<li>Gray Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"More of that amazing kitchen tape that you can't seem to get away from. Only those who have worked in the kitchen will understand that ""zucini"" and zucchini are interchangeable.
 
Available in a Heather Wool Blend Flat Visor Pro Style Snapback.
15% Wool/ 85% Acrylic
6-panel, Front Panel with Full Buckram
Gray Undervisor
Snapback Closure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,125-1038-140404&&148-1189&&167-1210-003&&511-002&&LC6006&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
125-1038-140404,25,,,,Yes,1,Yes,images/product/IMG_0336.jpg&&images/product/IMG_0330 (1)_1.jpg&&images/product/back_image_13309.jpg,,"Tue, 06 Dec 2016 11:07:52 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Tue, 10 Jan 2017 19:07:52 +0000",Hats,No,49,No,10,netflix-and-chili.html,No,0,0,0,1,A,Netflix and Chili,,"<p>Netflix and Chill??? Nah...in the kitchen it's all about that Netflix and CHILI!</p>
<p> </p>
<p>Available in a Navy and Grey Superior Cotton Twill Flat Visor Pro Style Snapback.</p>
<ul><li>100% Cotton</li>
<li>6-panel, Front Panel with Full Buckram</li>
<li>Gray Undervisor</li>
<li>Snapback Closure</li>
</ul>",,"Netflix and Chill??? Nah...in the kitchen it's all about that Netflix and CHILI!
 
Available in a Navy and Grey Superior Cotton Twill Flat Visor Pro Style Snapback.
100% Cotton
6-panel, Front Panel with Full Buckram
Gray Undervisor
Snapback Closure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,125-1054-017474&&148-1189&&167-1210-003&&125-1038&&148-1199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
